CanonicalTerm,Synonyms,Definition,SourceDocs,SourceRefs,Notes,SourceCount
epistemic labelling,confidence class,"A typed taxonomy distinguishing directly retrieved fact, inferred conclusion, and uncertain estimate.",SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L142|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0017;@repo/docs/thesis/02_literature_review.md:L120|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0015,,1
System-Theoretic Accident Model and Processes,STAMP,A safety model treating accidents as results of violated safety constraints caused by inadequate control actions.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L186|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0020,,1
Systems-Theoretic Process Analysis,STPA,A hazard analysis technique deriving safety constraints from control structure rather than failure mode enumeration.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L186|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0020,,1
DO-178C,ED-12C,The aviation software assurance framework defining software levels and lifecycle objectives based on failure-condition severity.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L192|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0021,,1
requirements traceability,formal requirements traceability,A requirement that every software behavior be traceable to a verified requirement and every requirement be satisfied by implementation.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L194|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0021,,1
Safety Integrity Levels,SIL;SIL 1-4,Risk-based levels in IEC 61508 quantifying required reliability.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L200|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0022,,1
defense-in-depth architecture,independent protection layers,An architecture using multiple independent protection layers to prevent single failures from propagating to hazardous outcomes.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L200|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0022;@repo/docs/thesis/02_literature_review.md:L204|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0022,,1
robust partitioning,spatial separation;temporal separation,Partitioning requirements for isolation in integrated modular avionics architectures.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L208|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0023,,1
fault containment,containment infrastructure,An architectural property achieved when partition boundaries are correctly specified and enforced.;Used with invariant contracts to adapt classical formal methods to agent governance.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L210|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0023;@repo/docs/thesis/02_literature_review.md:L529|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0047,,1
Hoare logic,Hoare triple,"A program verification formalism using precondition, program, postcondition, and invariant reasoning.",SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L216|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0024,,1
model checking,,Algorithmic state-space exploration verifying finite-state systems against temporal logic specifications.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L218|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0024,,1
TLA+,Specifying Systems,A specification language treating behavior as a sequence of states and correctness as temporal-logic satisfaction.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L220|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0024,,1
architectural governance,probabilistic governance,External architectural constraints that bound what non-deterministic agents can do regardless of internal generation.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L238|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0026,,1
Professional Work Products,PWPs,Deliverables for which authentication is the act by which a licensed professional formally accepts responsibility.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L254|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0028,,1
human gate action,human review;explicit approval,The Chirality mechanism by which only a human can advance authentication state.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L256|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0028,,1
Use of Artificial Intelligence (AI) in Professional Practice,EGBC AI practice advisory,"EGBC advisory requiring professionals using AI to assess checking, supervision, retention, and independent-review obligations.",SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L262|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0029;@repo/docs/thesis/02_literature_review.md:L264|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0029,,1
responsible charge,,The doctrine that a licensed engineer must have actual knowledge of and responsibility for work done in their name.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L296|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0034,,1
W3C Provenance Data Model,PROV-DM,"A W3C framework for representing provenance information about entities, activities, and people involved in producing data or things.",SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L383|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0038,,1
PROV-N,,A human-readable notation for PROV assertions.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L385|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0038,,1
PROV-O,,An OWL ontology serialization for PROV.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L385|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0038,,1
K-PROV-1,mandatory provenance,A Chirality invariant requiring extracted or aggregated claims to carry a source reference and section pointer or explicit location TBD marker.;Mandatory provenance invariant enforced across all agents.;Invariant requiring provenance for every extracted claim.;Every extracted dependency row must cite evidence.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW;SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE;SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING,@repo/docs/thesis/02_literature_review.md:L377|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0037;@repo/docs/thesis/02_literature_review.md:L387|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0038;@repo/docs/thesis/02_literature_review.md:L481|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0045;@repo/docs/thesis/06_professional_practice.md:L227|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0026;@repo/docs/thesis/06_professional_practice.md:L284|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0033;@repo/docs/thesis/appendix_c_apega_mapping.md:L163|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING.html#SEC-DG025-0012,,3
why-provenance,,The source tuples that contributed to the existence of an output tuple.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L393|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0039,,1
where-provenance,,The specific source database locations from which data values were copied.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L393|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0039,,1
how-provenance,how,The algebraic derivation axis of database provenance.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L395|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0039,,1
knowledge representation,Logical Philosophical and Computational Foundations,A field concerned with how knowledge can be represented in computable form.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW;SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/02_literature_review.md:L403|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0040;@repo/docs/thesis/references.md:L85|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0008,,2
canonical ontology,TYPES.md vocabulary,"Chirality's required ontology of constructs including Package, Deliverable, Dependency, LifecycleState, and EpistemicLabel.",SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L407|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0040,,1
Bunge-Wand-Weber model,BWW model,"An information systems ontology based on constructs including things, attributes, states, events, and couplings.",SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L413|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0041,,1
state-tracking model,,A BWW model specifying requirements for an information system to track the real-world system it models.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L415|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0041,,1
filesystem-as-single-source-of-truth,filesystem state,Chirality design principle treating filesystem state as authoritative project state.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L417|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0041,,1
naturalistic epistemology,reliabilist framework,Goldman's view that justification and knowledge depend on the reliability of the processes producing beliefs.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L423|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0042,,1
veritistic social epistemology,social epistemology,A normative discipline concerned with which social practices and institutions best foster true beliefs across a community.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L425|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0042,,1
Conflict Table,conflict surfacing mechanism;K-CONFLICT-1,"A Chirality mechanism requiring agents to surface source disagreements, label proposed resolutions, and leave rulings to the human.;A table produced when an agent encounters conflicting information across source documents.",SRC-DOCS-THESIS-02-LITERATURE-REVIEW;SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE,@repo/docs/thesis/02_literature_review.md:L429|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0042;@repo/docs/thesis/02_literature_review.md:L439|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0043;@repo/docs/thesis/05_epistemic_architecture.md:L94|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0007;@repo/docs/thesis/05_epistemic_architecture.md:L136|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0009,,2
common knowledge,eventual common knowledge;epsilon-common knowledge,"A fact known by all agents, known by all to be known, and so on; unattainable in practical distributed systems with communication delays.",SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L435|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0043,,1
contractual trust,trust contract,Trust in an AI system that holds conditionally on an explicit or implicit contract being honored.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L445|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0044;@repo/docs/thesis/02_literature_review.md:L451|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0044,,1
CUL/TCL Architecture,Context Utility Layer;Truth-Checker Layer;Externalising Epistemic Governance for Stateless Large Language Models,A dual-layer architecture in which a Context Utility Layer determines verification requirements and a Truth-Checker Layer assigns truth-states to claims.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L449|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0044;@repo/docs/thesis/02_literature_review.md:L471|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0045;@repo/docs/thesis/02_literature_review.md:L509|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0046,"Publication venue and author names are placeholder/TBD in the source.;Placeholder-backed reference requires author, venue, and DOI verification.",1
W3C PROV,PROV;PROV-DM,Standardized model for provenance as a structural property of data and knowledge artifacts.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L459|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0045;@repo/docs/thesis/02_literature_review.md:L487|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0046,,1
database provenance literature,Buneman-Cheney,Literature that formalizes provenance in computational terms and applies it to complex derivations.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L460|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0045,,1
representational structure,,Representational structure is epistemically load-bearing and constrains possible inferences through labels and ontology.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L461|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0045,,1
BWW model,Wand and Weber model,Model grounding IS ontologies in real-world structures and requiring constructs to correspond to domain things.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L462|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0045,,1
IS ontologies,information-system ontologies,Ontologies that should be grounded in real-world structures.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L462|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0045,,1
reliabilist and social-epistemic framework,social-epistemic framework,"Framework in which epistemic evaluation applies to processes and institutions, not merely individual claims.",SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L463|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0045,,1
distributed systems,,Systems that cannot assume consistent knowledge states and must treat divergence as requiring explicit resolution.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L464|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0045,,1
trust in AI systems,,"Requires observable, verifiable contractual conditions.",SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L465|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0045,,1
architectural invariants,binding architectural constraints,Binding constraints that operationalize epistemic concepts in an LLM-based multi-agent system.,SRC-DOCS-THESIS-02-LITERATURE-REVIEW,@repo/docs/thesis/02_literature_review.md:L467|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0045;@repo/docs/thesis/02_literature_review.md:L473|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0045;@repo/docs/thesis/02_literature_review.md:L481|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0045;@repo/docs/thesis/02_literature_review.md:L525|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-02-LITERATURE-REVIEW.html#SEC-DG014-0047,,1
